,NU_INSCRICAO,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006
2649,210052249888,2021,3,F,1,3,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,0,0,0,0,,,,,1,,,C,C,B,B,4.0,E
2650,210053531093,2021,2,F,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,0,1,1,0,,570.6,514.7,,0,1.0,700.0,E,F,B,B,2.0,D
2651,210052073220,2021,2,F,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,507.8,642.7,598.6,685.7,0,1.0,720.0,E,E,C,B,4.0,D
2652,210052205039,2021,3,M,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,607.4,545.0,539.4,723.7,0,1.0,700.0,G,F,D,D,5.0,N
2653,210051459410,2021,3,M,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,543.4,593.8,566.0,636.4,1,1.0,640.0,C,E,C,C,5.0,G
2654,210051720164,2021,3,F,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,475.2,469.1,493.6,368.4,0,1.0,540.0,H,E,C,C,4.0,A
2655,210052674853,2021,3,M,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,575.8,599.5,598.2,704.8,0,1.0,860.0,F,F,D,D,4.0,P
2656,210051061047,2021,3,F,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,440.5,456.4,435.4,566.2,1,1.0,360.0,F,E,C,B,4.0,B
2657,210051466765,2021,3,F,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,483.2,576.5,509.1,557.5,0,1.0,680.0,C,D,D,B,4.0,G
2658,210052403948,2021,3,F,1,3,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,469.3,586.5,576.5,496.6,0,1.0,640.0,D,E,C,B,2.0,B
2659,210053502439,2021,2,F,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,519.3,549.4,513.8,658.0,0,1.0,640.0,E,E,C,C,4.0,G
2660,210053958736,2021,3,M,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,498.0,548.0,542.3,410.9,1,1.0,580.0,C,E,D,B,5.0,D
2661,210052228065,2021,2,F,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,491.9,550.2,540.4,417.1,0,1.0,660.0,E,G,D,E,3.0,P
2662,210052032284,2021,3,F,1,3,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,479.3,572.7,575.7,654.2,1,1.0,540.0,H,E,B,B,6.0,D
2663,210053330709,2021,2,F,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,614.2,656.6,614.1,659.1,0,1.0,680.0,G,E,E,D,4.0,Q
2664,210051146241,2021,2,M,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,605.3,599.9,616.7,706.6,0,1.0,680.0,F,G,D,D,4.0,J
2665,210052655580,2021,2,F,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3550308,São Paulo,35,SP,1,1,1,1,544.0,559.3,452.0,499.5,0,1.0,620.0,D,F,D,B,4.0,D
2666,210051991571,2021,2,M,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,665.6,596.4,598.6,674.1,0,1.0,880.0,G,G,E,E,4.0,P
2667,210052978753,2021,3,F,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,487.4,577.8,543.2,687.6,0,1.0,600.0,G,G,D,D,4.0,O
2668,210051131551,2021,3,F,1,2,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3548807,São Caetano do Sul,35,SP,1,1,1,1,482.5,396.7,484.3,553.3,0,1.0,560.0,H,E,F,F,2.0,D
2669,210052127923,2021,2,M,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,457.3,601.8,588.7,523.1,0,1.0,480.0,E,F,D,D,3.0,E
2670,210052055040,2021,2,M,1,3,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,585.9,631.3,564.1,689.7,0,1.0,700.0,H,C,F,C,4.0,D
2671,210054337341,2021,2,M,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,578.2,603.2,601.3,664.6,0,1.0,560.0,F,F,B,E,4.0,G
2672,210052949860,2021,3,F,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,488.2,497.8,516.2,450.6,0,1.0,540.0,C,G,C,B,3.0,G
2673,210051248915,2021,3,F,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,399.5,555.5,508.6,387.6,0,1.0,560.0,E,H,B,D,2.0,C
2674,210053507424,2021,2,M,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3550308,São Paulo,35,SP,1,1,1,1,410.7,383.0,547.0,649.2,0,1.0,860.0,F,E,E,C,4.0,G
2675,210051901491,2021,2,M,1,3,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,552.4,618.9,563.7,492.1,0,1.0,680.0,E,E,C,B,4.0,E
2676,210051769177,2021,3,F,1,4,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,351.5,421.1,442.8,467.9,1,1.0,600.0,D,E,C,D,3.0,F
2677,210053945077,2021,3,F,1,3,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,432.8,495.7,491.3,444.7,0,1.0,740.0,F,F,B,B,4.0,C
2678,210051846672,2021,3,M,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3505708,Barueri,35,SP,1,1,1,1,547.1,596.5,546.8,677.4,0,1.0,800.0,F,F,D,F,5.0,H
2679,210053095550,2021,2,M,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,408.4,374.0,374.5,436.1,1,1.0,540.0,H,F,B,B,3.0,F
2680,210051722037,2021,3,M,1,3,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,645.0,656.3,583.4,667.8,0,1.0,940.0,E,E,D,C,4.0,D
2681,210051993159,2021,3,M,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3550308,São Paulo,35,SP,1,1,1,1,367.8,454.8,378.9,509.3,0,1.0,460.0,E,E,D,D,5.0,N
2682,210052961285,2021,3,M,1,2,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3550308,São Paulo,35,SP,1,1,1,1,497.6,433.8,489.0,576.8,0,1.0,520.0,H,F,F,D,4.0,G
2683,210052467294,2021,2,F,0,3,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,542.1,602.2,587.1,575.2,0,1.0,840.0,F,F,D,E,3.0,K
2684,210054397547,2021,2,M,1,1,2,0,3,,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3550308,São Paulo,35,SP,1,1,1,1,588.5,673.3,621.7,633.6,0,1.0,800.0,E,E,B,B,3.0,E
2685,210053938646,2021,3,M,1,3,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,431.1,374.9,440.9,437.9,0,1.0,460.0,E,C,B,B,3.0,E
2686,210053924483,2021,2,F,1,1,2,0,2,,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,516.6,502.8,487.3,388.5,1,1.0,520.0,E,E,B,B,3.0,B
2687,210052401867,2021,3,F,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3550308,São Paulo,35,SP,1,1,1,1,574.9,586.5,574.5,618.5,0,1.0,880.0,F,E,D,B,2.0,E
2688,210051400728,2021,2,F,1,3,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,426.8,440.7,374.4,485.1,0,1.0,440.0,E,E,D,D,4.0,G
2689,210052434614,2021,3,M,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,518.6,609.5,572.4,585.7,0,1.0,640.0,B,D,D,B,5.0,D
2690,210051224731,2021,2,F,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3550308,São Paulo,35,SP,1,1,1,1,455.1,518.3,528.1,448.7,1,1.0,720.0,F,D,C,C,3.0,H
2691,210051408610,2021,2,M,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,455.6,588.5,482.0,551.1,0,1.0,640.0,F,G,E,E,3.0,K
2692,210053491890,2021,2,F,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,414.0,499.8,529.6,466.7,0,1.0,820.0,E,E,F,D,3.0,F
2693,210051978507,2021,3,M,1,3,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,433.0,510.5,510.8,444.2,0,1.0,520.0,E,E,B,B,5.0,D
2694,210051552127,2021,2,M,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,520.6,590.3,606.2,521.2,0,1.0,560.0,F,F,B,B,3.0,F
2695,210052279853,2021,3,F,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,463.1,515.7,509.6,503.1,0,1.0,740.0,E,G,D,D,4.0,P
2696,210053088403,2021,2,M,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,611.8,677.5,633.7,633.8,0,1.0,580.0,F,F,D,D,5.0,M
2697,210053964895,2021,3,M,1,2,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,0,0,0,0,,,,,0,,,E,D,C,B,5.0,C
2698,210052888588,2021,2,M,1,2,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,457.6,470.2,390.8,452.1,0,1.0,420.0,E,E,C,B,6.0,C
2699,210051265890,2021,3,M,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,533.3,528.5,469.1,591.2,0,1.0,640.0,H,F,D,D,2.0,G
2700,210052149582,2021,2,M,1,3,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,654.7,662.6,645.1,704.0,0,1.0,820.0,H,F,D,E,3.0,J
2701,210054390638,2021,2,F,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,389.7,466.7,447.8,578.4,1,1.0,560.0,C,D,C,C,5.0,F
2702,210052392782,2021,2,F,1,3,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,481.9,449.5,480.3,403.3,1,1.0,440.0,E,E,C,C,5.0,D
2703,210052623223,2021,2,M,1,3,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,444.8,441.8,395.3,446.8,0,1.0,480.0,G,G,D,E,4.0,N
2704,210051574806,2021,2,M,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,501.6,541.3,454.7,364.2,0,1.0,640.0,F,E,E,B,6.0,J
2705,210053492479,2021,3,F,1,3,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,416.8,405.3,474.0,514.2,0,1.0,620.0,E,E,C,B,3.0,G
2706,210053491800,2021,2,M,1,3,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,446.4,493.8,439.4,589.9,1,9.0,0.0,D,F,C,B,3.0,C
2707,210052040357,2021,3,M,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3550308,São Paulo,35,SP,1,1,1,1,436.5,596.0,590.4,566.1,0,1.0,620.0,E,E,B,B,3.0,E
2708,210053084685,2021,2,F,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3510609,Carapicuíba,35,SP,1,1,1,1,419.4,492.8,489.8,480.8,0,1.0,460.0,E,F,C,B,3.0,F
2709,210053490769,2021,3,F,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,403.8,373.7,310.7,461.6,0,6.0,0.0,E,E,C,B,4.0,B
2710,210051384485,2021,2,F,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,564.0,585.4,537.5,552.3,1,1.0,640.0,E,F,B,B,4.0,D
2711,210053514562,2021,3,M,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,493.7,504.5,503.7,559.7,0,1.0,680.0,F,E,D,B,4.0,K
2712,210052327405,2021,3,M,1,3,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,452.2,545.5,539.9,446.3,0,1.0,580.0,C,E,C,C,3.0,F
2713,210052284007,2021,2,F,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,507.4,501.2,434.2,472.4,0,1.0,580.0,E,F,D,D,3.0,H
2714,210054369153,2021,3,F,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,497.5,599.2,579.8,453.6,0,1.0,580.0,F,E,D,B,2.0,D
2715,210053532679,2021,2,M,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3550308,São Paulo,35,SP,1,1,1,1,369.4,522.9,559.1,551.1,0,1.0,760.0,E,E,D,B,4.0,J
2716,210052256439,2021,3,F,1,2,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,502.2,634.8,545.2,562.9,1,1.0,620.0,E,E,B,B,4.0,E
2717,210051024814,2021,3,F,1,2,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,429.8,500.5,437.4,356.6,0,1.0,500.0,E,E,D,F,4.0,G
2718,210052995782,2021,2,F,1,3,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,400.6,467.9,537.4,450.5,0,1.0,560.0,C,E,B,B,3.0,I
2719,210054395012,2021,3,M,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,602.0,632.3,572.6,693.4,0,1.0,620.0,G,G,D,D,5.0,L
2720,210052654188,2021,3,M,1,1,2,0,2,2.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,367.9,547.6,476.4,513.2,1,1.0,540.0,E,E,F,D,3.0,C
2721,210052258634,2021,3,M,1,3,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,498.3,575.4,544.9,600.0,0,1.0,620.0,E,D,C,D,4.0,G
2722,210051903523,2021,3,M,1,3,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,536.6,603.6,535.0,629.3,0,1.0,620.0,F,G,C,D,3.0,K
2723,210051118353,2021,2,F,1,3,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3550308,São Paulo,35,SP,1,1,1,1,427.0,373.9,399.6,420.9,1,1.0,460.0,E,F,D,F,3.0,D
2724,210052629092,2021,2,F,1,2,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,426.2,565.6,525.3,598.1,0,1.0,720.0,C,G,D,D,4.0,K
2725,210053938498,2021,3,F,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,552.6,480.3,527.9,468.8,1,1.0,420.0,D,C,B,B,3.0,D
2726,210051478043,2021,3,M,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,522.0,590.4,620.1,574.8,0,1.0,580.0,D,E,D,D,3.0,E
2727,210053157167,2021,2,M,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,446.8,501.4,484.0,591.6,0,1.0,360.0,E,G,F,D,4.0,H
2728,210052531241,2021,2,M,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,456.8,466.0,481.0,510.0,1,1.0,580.0,E,F,D,D,3.0,G
2729,210053930247,2021,2,M,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,467.0,471.7,468.7,487.6,0,1.0,720.0,E,F,D,E,2.0,I
2730,210054367077,2021,2,M,1,3,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3550308,São Paulo,35,SP,1,1,1,1,448.5,399.2,461.4,393.3,1,1.0,460.0,G,G,D,D,3.0,F
2731,210052327528,2021,3,F,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,656.8,675.8,609.9,668.9,0,1.0,700.0,F,G,D,E,5.0,M
2732,210051348790,2021,3,M,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,535.6,532.6,568.5,428.6,0,1.0,560.0,B,F,B,B,5.0,D
2733,210053905762,2021,3,F,1,3,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,408.4,487.8,473.6,530.6,1,1.0,400.0,E,F,D,D,6.0,G
2734,210051162984,2021,2,F,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,461.7,568.4,557.3,675.0,0,1.0,640.0,E,E,C,B,3.0,G
2735,210052223956,2021,2,F,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,390.0,492.7,387.6,467.0,1,1.0,580.0,E,E,F,B,5.0,G
2736,210054379078,2021,3,M,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,521.8,538.5,455.1,535.3,0,1.0,540.0,C,E,C,B,5.0,F
2737,210052641446,2021,3,M,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3505708,Barueri,35,SP,1,1,1,1,397.2,441.6,486.1,585.7,0,1.0,560.0,E,F,C,D,2.0,H
2738,210053492816,2021,3,F,1,3,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3550308,São Paulo,35,SP,1,1,1,1,461.1,488.0,424.7,477.4,0,1.0,680.0,D,F,B,D,4.0,K
2739,210053474632,2021,3,F,1,4,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,621.9,514.9,557.3,623.6,0,1.0,860.0,F,F,D,D,5.0,H
2740,210054377710,2021,2,F,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3550308,São Paulo,35,SP,0,0,0,0,,,,,0,,,E,F,D,F,4.0,F
2741,210054374281,2021,2,M,1,3,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,581.9,515.9,588.9,718.4,0,1.0,580.0,E,G,D,D,3.0,D
2742,210052198513,2021,4,M,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,611.6,654.5,644.1,703.3,0,1.0,660.0,G,E,E,E,3.0,O
2743,210052561543,2021,3,M,1,3,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,487.7,436.7,449.9,530.9,0,1.0,460.0,D,E,D,D,2.0,C
2744,210051106499,2021,2,F,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,575.7,609.8,544.1,496.5,0,1.0,760.0,F,F,E,D,4.0,K
2745,210051261716,2021,3,F,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,469.3,533.5,525.4,409.2,0,1.0,760.0,E,E,D,B,4.0,E
2746,210052945770,2021,3,F,1,3,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,453.2,631.1,593.5,594.8,0,1.0,840.0,F,G,F,F,4.0,H
2747,210053479730,2021,3,F,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,413.4,478.2,467.4,511.4,0,1.0,480.0,E,F,F,D,4.0,H
2748,210051810259,2021,2,M,1,2,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,561.7,618.2,567.0,711.2,1,1.0,600.0,E,E,D,B,4.0,I
2749,210053938554,2021,3,F,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,539.2,562.6,563.3,665.8,0,1.0,720.0,F,F,D,B,4.0,G
2750,210053940467,2021,3,M,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,397.4,443.8,499.7,482.5,0,1.0,540.0,E,F,D,B,3.0,I
2751,210051365075,2021,2,F,1,1,2,0,3,,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,604.9,537.5,510.8,546.4,0,1.0,740.0,E,F,D,D,3.0,H
2752,210053507120,2021,2,M,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,504.0,516.5,477.2,587.7,0,1.0,720.0,E,F,B,B,4.0,H
2753,210051694968,2021,4,M,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,518.4,521.4,487.5,626.7,0,1.0,520.0,G,F,E,D,4.0,I
2754,210053971291,2021,3,F,1,2,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,515.8,404.9,514.5,400.4,0,1.0,560.0,D,D,B,B,5.0,E
2755,210053101305,2021,2,M,1,2,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,0,0,0,0,,,,,0,,,H,F,F,D,5.0,E
2756,210054375257,2021,2,F,1,1,2,0,3,1.0,0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,437.7,554.3,476.1,560.1,0,1.0,560.0,E,E,D,D,4.0,I
2757,210053533502,2021,2,F,1,3,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3505708,Barueri,35,SP,1,1,1,1,409.5,486.9,510.3,500.7,1,1.0,540.0,E,E,B,B,3.0,B
2758,210053947442,2021,3,F,1,1,2,0,2,1.0,0,3534401.0,Osasco,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,466.5,557.8,574.2,568.4,0,1.0,860.0,E,G,C,D,2.0,E
